step_time,reward,total_stopped,total_wait_time,avg_wait_time,avg_speed,gneJ0_stopped,gneJ0_accumulated_waiting_time,gneJ0_average_speed,gneJ6_stopped,gneJ6_accumulated_waiting_time,gneJ6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
2005.0,-0.8099999999999998,35,5.32,2.66,3.5914345381312804,20,330.0,0.0967675617613394,15,202.0,0.1596011674818833,35,532.0
2010.0,-0.9400000000000002,40,7.2,3.6,3.6260601464387263,23,440.0,0.13408230164847282,17,280.0,0.15881186366129943,40,720.0
2015.0,-1.04,44,9.280000000000001,4.640000000000001,3.5450439350623957,27,566.0,0.18739769372903625,17,362.0,0.08648323367072357,44,928.0
2020.0,-1.0750000000000002,48,11.43,5.715,4.009566718826759,32,715.0,0.12107188640105389,16,428.0,0.2188683084489906,48,1143.0
2025.0,2.8500000000000005,14,5.7299999999999995,2.8649999999999998,4.5323275410043715,13,430.0,0.1482725036511224,1,143.0,0.37936602953445886,14,573.0
2030.0,1.115,12,3.5,1.75,6.363120733588809,9,292.0,0.17969191646627566,3,58.0,0.2887891727602735,12,350.0
2035.0,-0.10000000000000003,20,3.7,1.85,6.7938178940636025,15,323.0,0.15422881588919,5,47.0,0.3066257884750521,20,370.0
2040.0,0.040000000000000036,19,3.62,1.81,6.906946415469907,14,292.0,0.2370434943847046,5,70.0,0.3282650349365924,19,362.0
2045.0,0.04999999999999993,14,3.52,1.76,5.8416330661311076,9,252.0,0.21498657068895677,5,100.0,0.24525985908205525,14,352.0
2050.0,-0.009999999999999953,20,3.54,1.77,5.382121838949143,12,263.0,0.14853073991258334,8,91.0,0.18634421803062093,20,354.0
2055.0,-0.5050000000000001,26,4.55,2.275,5.402139185862731,19,329.0,0.0878721708388004,7,126.0,0.28515829036119605,26,455.0
2060.0,-0.31499999999999995,26,5.18,2.59,5.6999820306127305,15,344.0,0.09893335192699242,11,174.0,0.3246765425762784,26,518.0
2065.0,-0.6100000000000002,28,6.4,3.2,5.012370085585838,15,403.0,0.10707700571524198,13,237.0,0.2114204575156934,28,640.0
2070.0,1.1150000000000002,14,4.17,2.085,4.203010554897894,6,263.0,0.17098998211369565,8,154.0,0.20012714264970208,14,417.0
2075.0,0.9949999999999999,8,2.18,1.09,5.360144636127623,4,137.0,0.18138595410150074,4,81.0,0.1923084803053984,8,218.0
2080.0,0.28000000000000014,11,1.6199999999999999,0.8099999999999999,6.307085863006807,9,116.0,0.2753101447602935,2,46.0,0.3701620111769941,11,162.0
2085.0,-0.22,15,2.06,1.03,6.254995295226706,10,143.0,0.2066897929209197,5,63.0,0.2747085878464263,15,206.0
2090.0,-0.25500000000000006,15,2.5700000000000003,1.2850000000000001,7.433207418011617,10,185.0,0.2094377892675974,5,72.0,0.4456214399679093,15,257.0
2095.0,-0.35,20,3.27,1.635,5.9581240953681665,13,248.0,0.17315929983551992,7,79.0,0.3514564262015715,20,327.0
2100.0,-0.6300000000000001,29,4.53,2.265,4.678199858020107,16,324.0,0.19623498446569365,13,129.0,0.2597539164936084,29,453.0
2105.0,-0.8549999999999998,36,6.24,3.12,4.2079316376722,19,413.0,0.14176674922210095,17,211.0,0.22642879024133256,36,624.0
2110.0,-1.03,43,8.3,4.15,3.3074375388442667,21,518.0,0.2111955996742774,22,312.0,0.07848718956335379,43,830.0
2115.0,-1.1349999999999998,47,10.57,5.285,3.3569926274076662,23,626.0,0.172658952033369,24,431.0,0.16893326860001306,47,1057.0
2120.0,2.3749999999999996,11,5.82,2.91,4.998678847569386,10,391.0,0.21125186649789252,1,191.0,0.28369310069700937,11,582.0
2125.0,0.54,13,4.74,2.37,6.636386103739237,9,383.0,0.204078218917781,4,91.0,0.356071446362301,13,474.0
2130.0,-0.010000000000000009,13,4.76,2.38,7.360387591554382,7,412.0,0.16601329019476607,6,64.0,0.4646039716738574,13,476.0
2135.0,0.20500000000000013,15,4.35,2.175,6.723531862502541,5,332.0,0.2699268846200318,10,103.0,0.34964319970014485,15,435.0
2140.0,-0.06999999999999995,18,4.49,2.245,6.482631885728559,5,307.0,0.32341438294750013,13,142.0,0.23979346136699242,18,449.0
2145.0,-0.2250000000000001,22,4.9399999999999995,2.4699999999999998,5.908410001414677,5,293.0,0.39362100991464766,17,201.0,0.12757379163990534,22,494.0
2150.0,-0.405,26,5.75,2.875,5.81459328282272,6,276.0,0.3295992536330429,20,299.0,0.0318564202629409,26,575.0
2155.0,-0.6700000000000002,28,7.09,3.545,4.398264876720711,8,310.0,0.2712685997594679,20,399.0,0.10723334436811137,28,709.0
2160.0,-0.7949999999999997,36,8.68,4.34,2.5787539300914073,13,363.0,0.10895627960621679,23,505.0,0.047225985882276306,36,868.0
2165.0,0.6599999999999999,18,7.359999999999999,3.6799999999999997,3.800925500093602,8,289.0,0.13477339114693646,10,447.0,0.20186039830215907,18,736.0
2170.0,1.31,10,4.74,2.37,5.7925247792347,7,215.0,0.21351985937086138,3,259.0,0.28547650863396834,10,474.0
2175.0,0.47499999999999987,17,3.79,1.895,6.34810428098076,10,233.0,0.2812780783793687,7,146.0,0.21424979340889097,17,379.0
2180.0,-0.475,20,4.74,2.37,6.258268629550888,12,290.0,0.2790605437747687,8,184.0,0.26330996432783116,20,474.0
2185.0,-0.3350000000000001,22,5.41,2.705,6.122707666259862,14,354.0,0.20405106118146596,8,187.0,0.39004732864664615,22,541.0
2190.0,-0.21500000000000008,29,5.84,2.92,5.382244661572495,17,424.0,0.11722008523985904,12,160.0,0.2747089648315202,29,584.0
2195.0,-0.71,34,7.26,3.63,4.534680881551709,18,512.0,0.16698633518676187,16,214.0,0.24459894423017928,34,726.0
2200.0,-0.9850000000000001,44,9.23,4.615,3.1964246039594766,23,615.0,0.0613519511812118,21,308.0,0.16184106852673943,44,923.0
2205.0,-1.2049999999999996,52,11.64,5.82,2.7235526849680176,26,739.0,0.03690228790909779,26,425.0,0.08680442524453152,52,1164.0
2210.0,0.34999999999999964,44,10.940000000000001,5.470000000000001,2.276894639552701,23,675.0,0.10466675514417113,21,419.0,0.11129301446276453,44,1094.0
2215.0,0.9550000000000001,26,9.030000000000001,4.515000000000001,3.9253638454919813,15,570.0,0.15641266291136477,11,333.0,0.0836582875971676,26,903.0
2220.0,0.3150000000000004,19,8.399999999999999,4.199999999999999,5.526802506175054,11,581.0,0.2546215649093578,8,259.0,0.08565735115984907,19,840.0
2225.0,0.20499999999999974,19,7.99,3.995,6.524428215477739,13,613.0,0.22403978609131855,6,186.0,0.46959270858801805,19,799.0
2230.0,0.2550000000000001,23,7.4799999999999995,3.7399999999999998,5.852861179392334,16,593.0,0.11379263166281127,7,155.0,0.33646733726787165,23,748.0
2235.0,-0.10000000000000009,22,7.68,3.84,5.157106848763258,13,609.0,0.1785136258457878,9,159.0,0.11991001852709739,22,768.0
2240.0,0.050000000000000155,20,7.58,3.79,6.0334724473089985,10,564.0,0.270713757971354,10,194.0,0.316056913886226,20,758.0
2245.0,-0.5150000000000003,30,8.61,4.305,5.6482139082327665,17,619.0,0.19736483752227535,13,242.0,0.2884929860492538,30,861.0
2250.0,-0.5149999999999999,28,9.64,4.82,4.917760815298521,14,654.0,0.18853803513462952,14,310.0,0.2188155383806746,28,964.0
2255.0,-0.7550000000000001,34,11.15,5.575,3.779688381147296,18,728.0,0.1720761938129671,16,387.0,0.059476881742596015,34,1115.0
2260.0,1.3400000000000003,15,8.469999999999999,4.234999999999999,4.67602829369835,8,652.0,0.14655666762270766,7,195.0,0.13995846699332976,15,847.0
2265.0,0.48499999999999976,16,7.5,3.75,5.903619975333086,12,600.0,0.16340604884084714,4,150.0,0.3375895417637893,16,750.0
2270.0,0.34000000000000014,20,6.819999999999999,3.4099999999999997,6.297438619377614,13,597.0,0.25672876781403303,7,85.0,0.29774594408894917,20,682.0
2275.0,-0.3399999999999999,26,7.5,3.75,5.059402571583165,18,627.0,0.18366671525162817,8,123.0,0.26379356555631633,26,750.0
2280.0,-0.745,34,8.99,4.495,4.257292581878907,25,735.0,0.09999678137115565,9,164.0,0.2980648785255334,34,899.0
2285.0,-0.6099999999999999,35,10.209999999999999,5.1049999999999995,3.866604628563938,27,853.0,0.12515356117538465,8,168.0,0.3051395493535896,35,1021.0
2290.0,-1.02,48,12.25,6.125,2.967236476448325,32,1002.0,0.10910651312287259,16,223.0,0.1751733692364372,48,1225.0
2295.0,-1.3400000000000003,55,14.93,7.465,3.146230582268682,36,1174.0,0.03155543017031009,19,319.0,0.21996675322206055,55,1493.0
2300.0,-1.4549999999999994,62,17.84,8.92,2.5043801548207445,39,1362.0,0.03855021045740682,23,422.0,0.11156887065718393,62,1784.0
2305.0,1.075,49,15.69,7.845,2.808538509037582,30,1212.0,0.08071860346132213,19,357.0,0.0845079103246435,49,1569.0
2310.0,1.2449999999999999,23,13.2,6.6,4.341456029005078,17,1070.0,0.14466590882699532,6,250.0,0.22738061282311414,23,1320.0
2315.0,0.39999999999999947,14,12.4,6.2,4.871017551508103,11,1082.0,0.23389009891476725,3,158.0,0.2889041117156539,14,1240.0
2320.0,0.4299999999999997,24,11.540000000000001,5.7700000000000005,4.319139004360066,15,996.0,0.11767085563480138,9,158.0,0.2725702701877487,24,1154.0
2325.0,0.7750000000000005,23,9.99,4.995,4.814912172366471,13,858.0,0.23294662835051003,10,141.0,0.24140776542606543,23,999.0
2330.0,0.6599999999999998,20,8.67,4.335,5.656347479816297,10,690.0,0.2840363922577873,10,177.0,0.22222899890119324,20,867.0
2335.0,0.19500000000000006,20,8.280000000000001,4.140000000000001,6.090474477747311,10,607.0,0.3032265453258453,10,221.0,0.08314652816187561,20,828.0
2340.0,-0.10499999999999998,22,8.49,4.245,5.899573483597546,11,574.0,0.2429536460808774,11,275.0,0.25925258700408477,22,849.0
2345.0,-0.34999999999999964,23,9.19,4.595,5.823218601562798,11,585.0,0.2119964463059193,12,334.0,0.10105182580205643,23,919.0
2350.0,-0.8600000000000003,31,10.91,5.455,4.241523462796449,15,684.0,0.09650159134954696,16,407.0,0.10760452766760187,31,1091.0
2355.0,1.7400000000000002,9,7.43,3.715,5.190127677995577,5,505.0,0.1483014284544886,4,238.0,0.1818793676765314,9,743.0
2360.0,0.8849999999999999,9,5.66,2.83,7.094348962232486,6,409.0,0.15764755748541254,3,157.0,0.33434112260493337,9,566.0
2365.0,0.3749999999999999,13,4.91,2.455,7.775950569858824,11,441.0,0.23232569186306146,2,50.0,0.5940767004038954,13,491.0
2370.0,-0.14500000000000002,14,5.2,2.6,7.314725389482519,12,499.0,0.2680267014503916,2,21.0,0.6071314312631285,14,520.0
2375.0,-0.45500000000000007,22,6.11,3.055,5.733359131841474,14,565.0,0.282398250319936,8,46.0,0.3327858850819621,22,611.0
2380.0,-0.6499999999999999,29,7.41,3.705,4.098904549353252,18,649.0,0.20633919041874876,11,92.0,0.22930586346966064,29,741.0
2385.0,-0.8849999999999998,40,9.18,4.59,3.8712549786161694,26,760.0,0.09583780586998575,14,158.0,0.16243521324997764,40,918.0
2390.0,-1.1099999999999997,47,11.399999999999999,5.699999999999999,3.2328253497031634,31,904.0,0.1016949311418382,16,236.0,0.2165194732225614,47,1140.0
2395.0,-1.2450000000000006,52,13.89,6.945,2.622357365397614,34,1066.0,0.12743503331234105,18,323.0,0.14986805787806592,52,1389.0
2400.0,0.8350000000000002,31,12.219999999999999,6.109999999999999,3.1845561804350635,26,1009.0,0.04957954238981543,5,213.0,0.1936354460087088,31,1222.0
2405.0,1.105,17,10.01,5.005,5.523324432158993,16,918.0,0.11085179370503304,1,83.0,0.37398018113185383,17,1001.0
2410.0,0.22499999999999942,15,9.56,4.78,6.7932306515941665,13,871.0,0.23739935078602803,2,85.0,0.5364310816075438,15,956.0
2415.0,0.7850000000000006,15,7.989999999999999,3.9949999999999997,6.676654276310505,14,760.0,0.132168058992791,1,39.0,0.4778242211302066,15,799.0
2420.0,0.27,17,7.449999999999999,3.7249999999999996,6.375789208592503,11,710.0,0.1805719528780316,6,35.0,0.13180448948913448,17,745.0
2425.0,0.23499999999999976,14,6.98,3.49,6.062330804818342,8,633.0,0.2308808470393316,6,65.0,0.2271668612410187,14,698.0
2430.0,0.15000000000000002,14,6.68,3.34,5.267662950497117,8,575.0,0.1479363102987384,6,93.0,0.13439085404963164,14,668.0
2435.0,0.4799999999999999,16,5.720000000000001,2.8600000000000003,6.1766036466549075,10,449.0,0.19186065792833779,6,123.0,0.31065089125800494,16,572.0
2440.0,-0.39500000000000013,17,6.510000000000001,3.2550000000000003,5.6820059105374865,11,498.0,0.21434866064372024,6,153.0,0.30139095477274275,17,651.0
2445.0,1.2000000000000002,10,4.109999999999999,2.0549999999999997,5.6990166462212954,8,355.0,0.15142316106723047,2,56.0,0.2596260601887446,10,411.0
2450.0,0.47,7,3.17,1.585,7.661290630622315,6,288.0,0.27492209170041343,1,29.0,0.6144777283979262,7,317.0
2455.0,0.385,8,2.4,1.2,8.528673896170483,7,230.0,0.2460688506851668,1,10.0,0.6855599768038567,8,240.0
2460.0,0.014999999999999819,9,2.37,1.185,8.689816722423828,8,222.0,0.33627690013254996,1,15.0,0.7739549446168266,9,237.0
2465.0,-0.10499999999999987,14,2.58,1.29,5.653191306653294,12,242.0,0.0818240671304037,2,16.0,0.60687084879805,14,258.0
2470.0,-0.3600000000000001,17,3.3000000000000003,1.6500000000000001,3.8890046219374246,13,308.0,0.10921098369529758,4,22.0,0.35580338328564026,17,330.0
2475.0,-0.395,18,4.09,2.045,3.826718452636937,14,368.0,0.003447883101485516,4,41.0,0.16374401372858302,18,409.0
2480.0,-0.5299999999999999,21,5.15,2.575,4.14412802150375,15,442.0,0.17328339094372022,6,73.0,0.15390886859089978,21,515.0
2485.0,-0.585,23,6.32,3.16,3.5495500632417816,15,517.0,0.16549361554697534,8,115.0,0.19183006520959475,23,632.0
2490.0,-0.6250000000000001,25,7.57,3.785,2.852913082398464,17,600.0,0.086756923142457,8,157.0,0.2467546666387437,25,757.0
2495.0,1.695,5,4.18,2.09,4.982854142099374,5,367.0,0.2248172120625313,0,51.0,0.42336113236827705,5,418.0
2500.0,0.77,2,2.64,1.32,7.494189985499008,1,250.0,0.28093180260124234,1,14.0,0.39948911707315327,2,264.0
2505.0,0.45,3,1.74,0.87,8.573833484643764,2,152.0,0.346751347207746,1,22.0,0.5268950324315508,3,174.0
2510.0,0.18,5,1.38,0.69,7.509673910529411,3,125.0,0.330168304538448,2,13.0,0.3203824507776739,5,138.0
2515.0,0.044999999999999984,7,1.29,0.645,7.595985229959704,4,103.0,0.15952085226182616,3,26.0,0.48154894058913805,7,129.0
2520.0,0.06500000000000003,9,1.16,0.58,5.609468508187847,5,70.0,0.08467321139848373,4,46.0,0.2650667039840602,9,116.0
2525.0,-0.30500000000000005,13,1.77,0.885,4.9244886228359,7,102.0,1.2901964931628695e-05,6,75.0,0.16940530708367038,13,177.0
2530.0,-0.3500000000000001,14,2.47,1.235,4.445721555797694,7,137.0,0.23972235735376093,7,110.0,0.16770952454178523,14,247.0
2535.0,-0.3599999999999999,15,3.19,1.595,3.533344674958236,8,174.0,0.13099025597242647,7,145.0,0.1343323329502036,15,319.0
2540.0,0.9299999999999999,5,1.33,0.665,4.284043795930483,2,66.0,0.06836028113322545,3,67.0,0.18872030556692646,5,133.0
2545.0,0.46,2,0.41000000000000003,0.20500000000000002,8.020398643096316,0,26.0,0.5284068372483808,2,15.0,0.48242523876519383,2,41.0
2550.0,0.08,2,0.25,0.125,11.470856691223977,0,0.0,0.38459924596051087,2,25.0,0.6511112802888367,2,25.0
2555.0,-0.11000000000000001,3,0.47000000000000003,0.23500000000000001,9.735373801381172,1,8.0,0.7814282823002365,2,39.0,0.49821154227437103,3,47.0
2560.0,-0.11500000000000002,6,0.7000000000000001,0.35000000000000003,7.191421276301291,1,14.0,0.4281589774081411,5,56.0,0.24068081577793654,6,70.0
2565.0,-0.21,10,1.12,0.56,5.9404975207275825,5,31.0,0.3489422662157103,5,81.0,0.007479445317894959,10,112.0
2570.0,-0.2899999999999999,12,1.7,0.85,4.978311439232465,5,56.0,0.13339980989219016,7,114.0,0.2762554128612896,12,170.0
2575.0,-0.33,14,2.36,1.18,4.4477217864655785,6,86.0,0.14017210409041875,8,150.0,0.08642375339765304,14,236.0
2580.0,-0.38999999999999996,17,3.1399999999999997,1.5699999999999998,3.813505647543077,7,119.0,0.27682236557860573,10,195.0,0.21409760992311389,17,314.0
2585.0,-0.42500000000000016,17,3.99,1.995,3.7573259555360448,7,154.0,0.2541645636968015,10,245.0,0.19821017284452852,17,399.0
2590.0,1.52,2,0.95,0.475,6.3147346835035565,1,43.0,0.28167989382705855,1,52.0,0.3834992070299305,2,95.0
2595.0,0.355,5,0.24000000000000002,0.12000000000000001,9.534264783916194,3,10.0,0.11554618367478615,2,14.0,0.33313920165058486,5,24.0
2600.0,-0.12499999999999999,5,0.49,0.245,10.029201743418474,3,25.0,0.0,2,24.0,0.5844500144813426,5,49.0
2605.0,-0.12500000000000003,5,0.74,0.37,9.65043572285252,3,40.0,0.0,2,34.0,0.6185029283155031,5,74.0
2610.0,-0.13999999999999999,7,1.02,0.51,6.009719298267631,3,55.0,0.0,4,47.0,0.18223255943095507,7,102.0
2615.0,-0.175,7,1.37,0.685,5.439139361734051,3,70.0,0.0,4,67.0,0.3318173799172074,7,137.0
2620.0,-0.175,7,1.72,0.86,6.195938399470876,3,85.0,0.2207272272971767,4,87.0,0.27788959270441443,7,172.0
2625.0,-0.19500000000000006,8,2.1100000000000003,1.0550000000000002,5.490510858116474,3,100.0,0.3917659132993761,5,111.0,0.1601634203382218,8,211.0
2630.0,-0.21499999999999997,9,2.54,1.27,4.937816248081332,4,118.0,0.3475458353888588,5,136.0,0.23396279505417725,9,254.0
2635.0,0.925,1,0.69,0.345,6.8136207734563845,1,43.0,0.3402355342784916,0,26.0,0.18385921652426931,1,69.0
2640.0,0.28500000000000003,2,0.12,0.06,8.91001604887953,2,12.0,0.12683015121866217,0,0.0,0.952772264941941,2,12.0
2645.0,-0.07500000000000001,3,0.27,0.135,10.473659132093456,3,27.0,0.2542492387680213,0,0.0,0.862378975204567,3,27.0
2650.0,-0.11,6,0.49,0.245,7.85774560528691,5,46.0,0.3972713014490608,1,3.0,0.3956808256218715,6,49.0
2655.0,-0.15499999999999997,7,0.7999999999999999,0.39999999999999997,6.071173706551407,5,71.0,0.3064978051726233,2,9.0,0.31142208328334425,7,80.0
2660.0,-0.2,9,1.2,0.6,4.653623412304471,7,101.0,0.00135490879819813,2,19.0,0.47578755383095095,9,120.0
2665.0,-0.2899999999999999,12,1.7799999999999998,0.8899999999999999,3.800879451257313,8,141.0,0.18667909207592165,4,37.0,0.24081925254456146,12,178.0
2670.0,-0.31000000000000005,13,2.4,1.2,3.303626510173142,8,181.0,0.18870144653160298,5,59.0,0.17502336302148472,13,240.0
2675.0,-0.3400000000000001,14,3.08,1.54,3.7501845549186896,9,224.0,0.20079630197460005,5,84.0,0.0017415345815041813,14,308.0
2680.0,0.895,7,1.29,0.645,3.316010505834687,6,109.0,0.1442054638398607,1,20.0,0.0,7,129.0
2685.0,0.365,2,0.56,0.28,6.858729316511846,2,56.0,0.3490989820844586,0,0.0,0.16340161209208434,2,56.0
2690.0,-0.009999999999999953,2,0.58,0.29,9.185236753154252,2,58.0,0.3868494924540414,0,0.0,0.7199158292042502,2,58.0
2695.0,0.059999999999999984,5,0.45999999999999996,0.22999999999999998,9.044374879134546,4,37.0,0.40063693880192897,1,9.0,0.7736555802878511,5,46.0
2700.0,-0.06,5,0.58,0.29,8.326314247686405,4,48.0,0.18737264361686384,1,10.0,0.7051439113020851,5,58.0
2705.0,-0.10500000000000004,5,0.79,0.395,7.104641241568489,4,68.0,0.19099045650447383,1,11.0,0.462501146520974,5,79.0
2710.0,-0.12499999999999997,5,1.04,0.52,7.340879215576492,4,88.0,0.19879421879519368,1,16.0,0.0,5,104.0
2715.0,-0.12500000000000003,5,1.29,0.645,7.814900335036111,4,108.0,0.32897934813917545,1,21.0,0.6632502701459764,5,129.0
2720.0,-0.12499999999999999,5,1.54,0.77,8.218657597968301,4,128.0,0.3228635463202549,1,26.0,0.6451055863383018,5,154.0
2725.0,-0.12999999999999998,6,1.8,0.9,6.861997695497283,5,149.0,0.21235723084504846,1,31.0,0.5326951410476227,6,180.0
2730.0,0.7100000000000001,2,0.38,0.19,8.357924252177167,1,35.0,0.5096379973731475,1,3.0,0.6281900294589167,2,38.0
2735.0,0.10499999999999998,3,0.16999999999999998,0.08499999999999999,9.187384928713747,1,6.0,0.7011172570222238,2,11.0,0.5651036239739664,3,17.0
2740.0,-0.10500000000000001,5,0.38,0.19,7.636065818925116,2,14.0,0.32304483931360795,3,24.0,0.5084617466273462,5,38.0
2745.0,-0.17500000000000002,9,0.73,0.365,6.339975106347551,3,28.0,0.3637457392322034,6,45.0,0.1891027260580988,9,73.0
2750.0,-0.285,11,1.3,0.65,6.2856817202017226,4,45.0,0.2624717916253658,7,85.0,0.3031892433236704,11,130.0
2755.0,-0.31999999999999995,13,1.94,0.97,5.3536036853492,5,72.0,0.3155088657132568,8,122.0,0.24338151698699984,13,194.0
2760.0,-0.3350000000000001,15,2.6100000000000003,1.3050000000000002,4.074595886526769,6,99.0,0.16533017291894506,9,162.0,0.1166539847227075,15,261.0
2765.0,-0.42500000000000004,18,3.46,1.73,3.9855207546568816,7,132.0,0.25826163370256133,11,214.0,0.21225774951093676,18,346.0
2770.0,-0.46499999999999997,19,4.390000000000001,2.1950000000000003,3.348962132340851,7,167.0,0.0422616658378066,12,272.0,0.17443238621367785,19,439.0
2775.0,1.0550000000000002,5,2.2800000000000002,1.1400000000000001,4.663438642847641,2,78.0,0.32186447441622346,3,150.0,0.17751103199729387,5,228.0
2780.0,0.9600000000000001,0,0.36,0.18,9.872649908709809,0,0.0,0.7180048950353153,0,36.0,0.5750321692754465,0,36.0
2785.0,0.11499999999999999,2,0.13,0.065,10.648042884790677,2,13.0,0.5566052957318414,0,0.0,0.7186524757298663,2,13.0
2790.0,-0.065,4,0.26,0.13,10.031023723322638,3,21.0,0.5034884397827747,1,5.0,0.4855670668252634,4,26.0
2795.0,-0.09999999999999999,6,0.45999999999999996,0.22999999999999998,8.601082393568268,4,35.0,0.204314176131466,2,11.0,0.3119756415910207,6,46.0
2800.0,-0.185,8,0.83,0.415,8.403343880253413,6,62.0,0.31489436366205753,2,21.0,0.3046536745241027,8,83.0
2805.0,-0.2,8,1.23,0.615,6.679431094966519,6,92.0,0.1257365749421107,2,31.0,0.40847908806701455,8,123.0
2810.0,-0.255,11,1.74,0.87,6.201259463320794,8,128.0,0.3076003033096722,3,46.0,0.24779064435535386,11,174.0
2815.0,-0.2899999999999999,12,2.32,1.16,4.911301584447223,9,171.0,0.17850571065336418,3,61.0,0.23017246161989827,12,232.0
2820.0,-0.3200000000000001,13,2.96,1.48,5.661921766916027,10,220.0,0.22706363630561593,3,76.0,0.2855343806133334,13,296.0
2825.0,1.1,3,0.76,0.38,6.422046253545239,2,73.0,0.25179581658232864,1,3.0,0.5268048324918516,3,76.0
2830.0,0.07999999999999999,7,0.6,0.3,8.103090135839926,4,50.0,0.32639376545733323,3,10.0,0.46918160356977895,7,60.0
2835.0,-0.045,8,0.69,0.345,7.955788372225479,5,43.0,0.320445976168271,3,26.0,0.30748228247745973,8,69.0
2840.0,-0.24499999999999997,10,1.18,0.59,7.907363437432283,6,71.0,0.28549014036196807,4,47.0,0.5069014627775231,10,118.0
2845.0,-0.29000000000000004,15,1.76,0.88,4.841362672169202,8,107.0,0.1895841349109772,7,69.0,0.31010754278648744,15,176.0
2850.0,-0.4,18,2.56,1.28,4.505829874472483,9,149.0,0.2233968592629332,9,107.0,0.23604243900667637,18,256.0
2855.0,-0.505,22,3.5700000000000003,1.7850000000000001,3.140204649671907,11,200.0,0.0791515075962376,11,157.0,0.2434701313810322,22,357.0
2860.0,-0.57,23,4.71,2.355,2.863160515865426,11,255.0,0.13356362884826037,12,216.0,0.01873544452142018,23,471.0
2865.0,-0.625,27,5.96,2.98,2.160448782495979,13,314.0,0.09815436271813677,14,282.0,0.07101648953349489,27,596.0
2870.0,1.5,7,2.96,1.48,3.6270458830412684,3,153.0,0.18081720253308378,4,143.0,0.24868882057456987,7,296.0
2875.0,0.905,1,1.15,0.575,6.927149826754122,1,55.0,0.19046481861303358,0,60.0,0.29366758343275795,1,115.0
2880.0,0.08000000000000004,4,0.99,0.495,8.954659043236278,1,41.0,0.342806322229905,3,58.0,0.4187645626448669,4,99.0
2885.0,0.024999999999999953,4,0.9400000000000001,0.47000000000000003,9.355117754973765,1,17.0,0.625036589850277,3,77.0,0.38909276704736667,4,94.0
2890.0,0.07000000000000003,4,0.7999999999999999,0.39999999999999997,8.882991266695512,1,22.0,0.602815823081023,3,58.0,0.29784867488314404,4,80.0
2895.0,-0.07500000000000002,7,0.95,0.475,7.68950021350203,2,30.0,0.30371336958635936,5,65.0,0.13300853779556004,7,95.0
2900.0,-0.095,8,1.1400000000000001,0.5700000000000001,7.422018396261427,2,40.0,0.5862836875736221,6,74.0,0.2759366380392512,8,114.0
2905.0,-0.22500000000000003,10,1.59,0.795,5.035711501756104,2,50.0,0.37404166171326547,8,109.0,0.09149938138023005,10,159.0
2910.0,-0.19,13,1.9700000000000002,0.9850000000000001,5.063905919401542,4,65.0,0.1925749716939878,9,132.0,0.10139836655516075,13,197.0
2915.0,0.555,6,0.86,0.43,5.139335390498666,1,0.0,0.448255504363078,5,86.0,0.232944058168159,6,86.0
2920.0,0.175,1,0.51,0.255,8.097623139525327,1,3.0,0.45251456299319587,0,48.0,0.29752966698793265,1,51.0
2925.0,0.12,3,0.27,0.135,9.308534188424279,3,15.0,0.3716602484399515,0,12.0,0.41746623631660407,3,27.0
2930.0,-0.07500000000000001,4,0.42000000000000004,0.21000000000000002,9.433376676770168,4,34.0,0.3706025981772765,0,8.0,0.7122782723722216,4,42.0
2935.0,-0.12999999999999995,6,0.6799999999999999,0.33999999999999997,8.178796026252726,5,57.0,0.35452009997934175,1,11.0,0.5869466608560018,6,68.0
2940.0,-0.23000000000000004,12,1.1400000000000001,0.5700000000000001,6.724620839599289,7,86.0,0.33097572680354204,5,28.0,0.3977001833862445,12,114.0
2945.0,-0.35000000000000003,17,1.84,0.92,4.078919487144527,11,130.0,0.2698421428407641,6,54.0,0.13441789017120276,17,184.0
2950.0,-0.455,21,2.75,1.375,2.881417403613366,12,185.0,0.06978533321937024,9,90.0,0.1756659795413764,21,275.0
2955.0,-0.5549999999999999,23,3.86,1.93,2.7193482461370695,14,251.0,0.12140327067447948,9,135.0,0.07453923646219238,23,386.0
2960.0,-0.5800000000000001,24,5.02,2.51,3.3748114003949,14,321.0,0.08574951484163079,10,181.0,0.1448023570815465,24,502.0
2965.0,1.4300000000000002,2,2.16,1.08,5.817290768843537,2,192.0,0.19921254466739519,0,24.0,0.49079046310907903,2,216.0
2970.0,0.565,3,1.03,0.515,8.04968924044359,2,103.0,0.24693063551191202,1,0.0,0.3139265179151808,3,103.0
2975.0,0.35,3,0.33,0.165,9.74743769840295,2,27.0,0.5688716648531451,1,6.0,0.5011470489150428,3,33.0
2980.0,-0.10499999999999998,6,0.54,0.27,8.88113997037523,2,36.0,0.2199282791650624,4,18.0,0.15945518840334075,6,54.0
2985.0,-0.17,8,0.88,0.44,7.097485720394717,3,48.0,0.37804326279146416,5,40.0,0.16033825381713937,8,88.0
2990.0,-0.21500000000000002,9,1.31,0.655,5.472046216083941,3,63.0,0.32124807642941555,6,68.0,0.136636800863,9,131.0
2995.0,-0.26999999999999996,11,1.85,0.925,6.51508521399096,4,82.0,0.31885443421040105,7,103.0,0.11977887253935011,11,185.0
3000.0,-0.27499999999999997,11,2.4,1.2,5.15379004498802,4,102.0,0.38344846734367216,7,138.0,0.12992695250879807,11,240.0
